record_1_id,record_2_id,similarity_score,hire_date_diff_days,recommended_action
GT-002682,AC-001830,100.0,623,VERIFY_HIRE_DATE
GT-007553,AC-001873,83.3,2201,MANUAL_REVIEW
GT-009626,AC-001892,100.0,146,VERIFY_HIRE_DATE
GT-002417,AC-001898,100.0,382,VERIFY_HIRE_DATE
GT-001331,AC-001924,100.0,1722,VERIFY_HIRE_DATE
GT-010672,AC-001971,100.0,480,VERIFY_HIRE_DATE
GT-006589,AC-002037,100.0,609,VERIFY_HIRE_DATE
GT-002042,AC-002046,100.0,2156,VERIFY_HIRE_DATE
GT-000744,AC-002063,100.0,1377,VERIFY_HIRE_DATE
GT-000825,AC-002099,100.0,1124,VERIFY_HIRE_DATE
GT-000355,AC-002116,100.0,486,VERIFY_HIRE_DATE
GT-004308,AC-002126,100.0,1784,VERIFY_HIRE_DATE
GT-003936,AC-002156,100.0,1782,VERIFY_HIRE_DATE
GT-000110,AC-002181,83.3,734,MANUAL_REVIEW
GT-000484,AC-002222,84.6,1981,MANUAL_REVIEW
GT-011265,AC-002294,100.0,1814,VERIFY_HIRE_DATE
GT-000726,AC-002311,100.0,631,VERIFY_HIRE_DATE
GT-000747,AC-002398,100.0,2228,VERIFY_HIRE_DATE
GT-000484,AC-002400,100.0,2491,VERIFY_HIRE_DATE
GT-003122,AC-002464,100.0,1521,VERIFY_HIRE_DATE
GT-001772,AC-002629,100.0,2797,VERIFY_HIRE_DATE
GT-007680,AC-002648,86.7,219,MANUAL_REVIEW
GT-011896,AC-002671,83.3,1584,MANUAL_REVIEW
GT-001408,AC-002685,100.0,257,VERIFY_HIRE_DATE
GT-002401,AC-002851,100.0,864,VERIFY_HIRE_DATE
GT-005359,AC-002905,100.0,555,VERIFY_HIRE_DATE
GT-002896,AC-002909,83.3,2428,MANUAL_REVIEW
GT-001772,AC-002917,86.7,690,MANUAL_REVIEW
GT-014838,AC-000014,100.0,452,VERIFY_HIRE_DATE
GT-006681,AC-000068,100.0,831,VERIFY_HIRE_DATE
GT-003351,AC-000108,100.0,1483,VERIFY_HIRE_DATE
GT-001605,AC-000139,87.5,487,MANUAL_REVIEW
GT-003777,AC-000213,100.0,1207,VERIFY_HIRE_DATE
GT-006327,AC-000241,100.0,566,VERIFY_HIRE_DATE
GT-000173,AC-000254,100.0,2102,VERIFY_HIRE_DATE
GT-007926,AC-000276,88.0,292,VERIFY_HIRE_DATE
GT-006654,AC-000290,100.0,1298,VERIFY_HIRE_DATE
GT-008047,AC-000308,90.0,1269,VERIFY_HIRE_DATE
GT-003028,AC-000309,92.3,2809,VERIFY_HIRE_DATE
GT-006806,AC-000320,100.0,684,VERIFY_HIRE_DATE
GT-002800,AC-000326,100.0,1801,VERIFY_HIRE_DATE
GT-014142,AC-000330,100.0,1642,VERIFY_HIRE_DATE
GT-009244,AC-000350,100.0,831,VERIFY_HIRE_DATE
GT-003096,AC-000378,100.0,2859,VERIFY_HIRE_DATE
GT-004486,AC-000388,100.0,919,VERIFY_HIRE_DATE
GT-002040,AC-000447,84.2,680,MANUAL_REVIEW
GT-009515,AC-000498,100.0,844,VERIFY_HIRE_DATE
GT-000176,AC-000500,100.0,2314,VERIFY_HIRE_DATE
GT-008047,AC-000522,81.8,1108,MANUAL_REVIEW
GT-010333,AC-000582,100.0,1748,VERIFY_HIRE_DATE
GT-001887,AC-000614,100.0,503,VERIFY_HIRE_DATE
GT-003412,AC-000621,100.0,208,VERIFY_HIRE_DATE
GT-003841,AC-000628,100.0,2270,VERIFY_HIRE_DATE
GT-003684,AC-000645,81.8,930,MANUAL_REVIEW
GT-009320,AC-000648,100.0,1767,VERIFY_HIRE_DATE
GT-002766,AC-000767,100.0,512,VERIFY_HIRE_DATE
GT-009794,AC-000795,100.0,1897,VERIFY_HIRE_DATE
GT-006891,AC-000815,100.0,1691,VERIFY_HIRE_DATE
GT-008695,AC-000827,100.0,758,VERIFY_HIRE_DATE
GT-003141,AC-000920,100.0,1103,VERIFY_HIRE_DATE
GT-009395,AC-000927,75.0,1446,MANUAL_REVIEW
GT-003280,AC-000942,84.2,1530,MANUAL_REVIEW
GT-002363,AC-000972,100.0,665,VERIFY_HIRE_DATE
GT-000701,AC-000989,77.8,42,MANUAL_REVIEW
GT-002377,AC-001014,100.0,1497,VERIFY_HIRE_DATE
GT-005043,AC-001019,100.0,342,VERIFY_HIRE_DATE
GT-013215,AC-001024,100.0,3222,VERIFY_HIRE_DATE
GT-007617,AC-001088,100.0,2233,VERIFY_HIRE_DATE
GT-003137,AC-001098,100.0,853,VERIFY_HIRE_DATE
GT-001404,AC-001105,88.0,683,VERIFY_HIRE_DATE
GT-007314,AC-001114,80.0,229,MANUAL_REVIEW
GT-010304,AC-001126,100.0,1667,VERIFY_HIRE_DATE
GT-001613,AC-001162,100.0,2852,VERIFY_HIRE_DATE
GT-007295,AC-001220,83.3,3016,MANUAL_REVIEW
GT-001495,AC-001275,100.0,2041,VERIFY_HIRE_DATE
GT-011178,AC-001285,100.0,1896,VERIFY_HIRE_DATE
GT-005350,AC-001313,100.0,2205,VERIFY_HIRE_DATE
GT-012308,AC-001320,100.0,1950,VERIFY_HIRE_DATE
GT-012168,AC-001342,100.0,3059,VERIFY_HIRE_DATE
GT-002999,AC-001353,100.0,2096,VERIFY_HIRE_DATE
GT-005879,AC-001357,100.0,241,VERIFY_HIRE_DATE
GT-001434,AC-001360,100.0,83,VERIFY_HIRE_DATE
GT-002377,AC-001428,80.0,930,MANUAL_REVIEW
GT-007314,AC-001430,100.0,493,VERIFY_HIRE_DATE
GT-010726,AC-001468,85.7,373,MANUAL_REVIEW
GT-000706,AC-001484,100.0,276,VERIFY_HIRE_DATE
GT-005986,AC-001512,100.0,1776,VERIFY_HIRE_DATE
GT-002487,AC-001526,81.8,914,MANUAL_REVIEW
GT-005354,AC-001548,100.0,2151,VERIFY_HIRE_DATE
GT-000119,AC-001568,100.0,2061,VERIFY_HIRE_DATE
GT-000725,AC-001584,100.0,2683,VERIFY_HIRE_DATE
GT-000177,AC-001649,100.0,2831,VERIFY_HIRE_DATE
GT-000910,AC-001656,85.7,3035,MANUAL_REVIEW
GT-001851,AC-001659,100.0,70,VERIFY_HIRE_DATE
GT-005577,AC-001703,100.0,1810,VERIFY_HIRE_DATE
GT-003003,AC-001727,100.0,2395,VERIFY_HIRE_DATE
GT-005593,AC-001758,100.0,1017,VERIFY_HIRE_DATE
GT-001528,AC-001760,100.0,732,VERIFY_HIRE_DATE
GT-014791,AC-001819,100.0,513,VERIFY_HIRE_DATE
GT-001769,AC-001824,100.0,1586,VERIFY_HIRE_DATE
GT-005107,AC-001826,100.0,1143,VERIFY_HIRE_DATE
GT-001508,AC-001829,100.0,1911,VERIFY_HIRE_DATE
GT-006747,AC-001862,100.0,653,VERIFY_HIRE_DATE
GT-005967,AC-001868,100.0,2155,VERIFY_HIRE_DATE
GT-000448,AC-001880,81.8,26,MANUAL_REVIEW
GT-003511,AC-001941,100.0,651,VERIFY_HIRE_DATE
GT-001508,AC-001942,82.8,2219,MANUAL_REVIEW
GT-008909,AC-001963,100.0,1303,VERIFY_HIRE_DATE
GT-012346,AC-001964,77.8,882,MANUAL_REVIEW
GT-000009,AC-001970,100.0,233,VERIFY_HIRE_DATE
GT-006747,AC-001995,84.2,2109,MANUAL_REVIEW
GT-009395,AC-001999,100.0,637,VERIFY_HIRE_DATE
GT-000539,AC-002001,100.0,2726,VERIFY_HIRE_DATE
GT-001580,AC-002013,100.0,1876,VERIFY_HIRE_DATE
GT-014647,AC-002027,100.0,425,VERIFY_HIRE_DATE
GT-000125,AC-002028,100.0,2867,VERIFY_HIRE_DATE
GT-014039,AC-002032,100.0,327,VERIFY_HIRE_DATE
GT-002934,AC-002035,100.0,1067,VERIFY_HIRE_DATE
GT-011395,AC-002040,100.0,783,VERIFY_HIRE_DATE
GT-009057,AC-002095,100.0,1201,VERIFY_HIRE_DATE
GT-009578,AC-002134,100.0,701,VERIFY_HIRE_DATE
GT-007126,AC-002182,100.0,2487,VERIFY_HIRE_DATE
GT-003787,AC-002212,100.0,3298,VERIFY_HIRE_DATE
GT-005184,AC-002217,100.0,1475,VERIFY_HIRE_DATE
GT-002616,AC-002241,100.0,170,VERIFY_HIRE_DATE
GT-004173,AC-002324,100.0,2056,VERIFY_HIRE_DATE
GT-011010,AC-002327,100.0,1159,VERIFY_HIRE_DATE
GT-001044,AC-002359,88.0,1466,VERIFY_HIRE_DATE
GT-003086,AC-002378,100.0,620,VERIFY_HIRE_DATE
GT-009787,AC-002425,78.3,991,MANUAL_REVIEW
GT-007398,AC-002450,100.0,446,VERIFY_HIRE_DATE
GT-009787,AC-002451,100.0,702,VERIFY_HIRE_DATE
GT-003684,AC-002466,100.0,1370,VERIFY_HIRE_DATE
GT-009437,AC-002469,100.0,277,VERIFY_HIRE_DATE
GT-007295,AC-002479,100.0,2640,VERIFY_HIRE_DATE
GT-012346,AC-002499,100.0,808,VERIFY_HIRE_DATE
GT-007993,AC-002500,100.0,3003,VERIFY_HIRE_DATE
GT-001759,AC-002537,100.0,785,VERIFY_HIRE_DATE
GT-010166,AC-002539,100.0,1852,VERIFY_HIRE_DATE
GT-006159,AC-002576,100.0,1844,VERIFY_HIRE_DATE
GT-007805,AC-002577,100.0,1631,VERIFY_HIRE_DATE
GT-012387,AC-002600,100.0,1249,VERIFY_HIRE_DATE
GT-002175,AC-002609,100.0,985,VERIFY_HIRE_DATE
GT-010726,AC-002626,100.0,299,VERIFY_HIRE_DATE
GT-001409,AC-002633,100.0,492,VERIFY_HIRE_DATE
GT-003593,AC-002676,100.0,1270,VERIFY_HIRE_DATE
GT-003209,AC-002760,82.4,6,MANUAL_REVIEW
GT-002150,AC-002847,100.0,2096,VERIFY_HIRE_DATE
GT-000001,AC-002856,100.0,1125,VERIFY_HIRE_DATE
GT-000557,AC-002886,100.0,2565,VERIFY_HIRE_DATE
GT-001446,AC-002902,100.0,899,VERIFY_HIRE_DATE
GT-005686,AC-002915,100.0,863,VERIFY_HIRE_DATE
GT-005350,AC-002923,75.0,3474,MANUAL_REVIEW
GT-003050,AC-002928,100.0,2835,VERIFY_HIRE_DATE
GT-005996,AC-002931,84.6,1420,MANUAL_REVIEW
GT-000202,AC-002934,83.3,34,MANUAL_REVIEW
GT-003252,AC-002961,100.0,2324,VERIFY_HIRE_DATE
GT-004627,AC-000017,100.0,3089,VERIFY_HIRE_DATE
GT-005101,AC-000031,100.0,465,VERIFY_HIRE_DATE
GT-004865,AC-000037,100.0,1179,VERIFY_HIRE_DATE
GT-006612,AC-000086,100.0,1528,VERIFY_HIRE_DATE
GT-002859,AC-000100,100.0,225,VERIFY_HIRE_DATE
GT-000994,AC-000169,100.0,1951,VERIFY_HIRE_DATE
GT-008148,AC-000176,100.0,1353,VERIFY_HIRE_DATE
GT-013500,AC-000185,100.0,771,VERIFY_HIRE_DATE
GT-002913,AC-000192,100.0,607,VERIFY_HIRE_DATE
GT-011388,AC-000205,100.0,1243,VERIFY_HIRE_DATE
GT-000159,AC-000217,100.0,135,VERIFY_HIRE_DATE
GT-000341,AC-000229,100.0,377,VERIFY_HIRE_DATE
GT-012241,AC-000236,100.0,573,VERIFY_HIRE_DATE
GT-006798,AC-000248,100.0,710,VERIFY_HIRE_DATE
GT-003633,AC-000263,100.0,2790,VERIFY_HIRE_DATE
GT-006687,AC-000267,100.0,1546,VERIFY_HIRE_DATE
GT-000660,AC-000340,81.8,117,MANUAL_REVIEW
GT-008059,AC-000367,100.0,979,VERIFY_HIRE_DATE
GT-001857,AC-000434,100.0,715,VERIFY_HIRE_DATE
GT-008697,AC-000449,100.0,1384,VERIFY_HIRE_DATE
GT-003248,AC-000543,81.8,954,MANUAL_REVIEW
GT-002107,AC-000615,80.0,2156,MANUAL_REVIEW
GT-013899,AC-000642,100.0,2310,VERIFY_HIRE_DATE
GT-001966,AC-000649,100.0,756,VERIFY_HIRE_DATE
GT-003944,AC-000651,100.0,699,VERIFY_HIRE_DATE
GT-000334,AC-000731,100.0,45,VERIFY_HIRE_DATE
GT-000923,AC-000744,100.0,1426,VERIFY_HIRE_DATE
GT-007831,AC-000747,100.0,1122,VERIFY_HIRE_DATE
GT-000089,AC-000789,100.0,763,VERIFY_HIRE_DATE
GT-007135,AC-000790,100.0,1324,VERIFY_HIRE_DATE
GT-004183,AC-000818,100.0,1238,VERIFY_HIRE_DATE
GT-009959,AC-000819,100.0,2540,VERIFY_HIRE_DATE
GT-010146,AC-000833,85.7,3145,MANUAL_REVIEW
GT-005924,AC-000964,100.0,689,VERIFY_HIRE_DATE
GT-000397,AC-000968,100.0,786,VERIFY_HIRE_DATE
GT-006356,AC-000992,100.0,1576,VERIFY_HIRE_DATE
GT-004468,AC-001032,100.0,1436,VERIFY_HIRE_DATE
GT-013631,AC-001076,100.0,274,VERIFY_HIRE_DATE
GT-006849,AC-001080,100.0,2414,VERIFY_HIRE_DATE
GT-004238,AC-001081,100.0,2060,VERIFY_HIRE_DATE
GT-002045,AC-001110,100.0,649,VERIFY_HIRE_DATE
GT-003098,AC-001155,78.3,549,MANUAL_REVIEW
GT-000495,AC-001222,100.0,488,VERIFY_HIRE_DATE
GT-002103,AC-001223,100.0,156,VERIFY_HIRE_DATE
GT-011560,AC-001235,100.0,1680,VERIFY_HIRE_DATE
GT-014250,AC-001246,100.0,805,VERIFY_HIRE_DATE
GT-001011,AC-001265,100.0,3000,VERIFY_HIRE_DATE
GT-009032,AC-001295,100.0,3184,VERIFY_HIRE_DATE
GT-005009,AC-001329,100.0,340,VERIFY_HIRE_DATE
GT-004650,AC-001334,100.0,1012,VERIFY_HIRE_DATE
GT-000253,AC-001416,100.0,1040,VERIFY_HIRE_DATE
GT-002905,AC-001452,100.0,67,VERIFY_HIRE_DATE
GT-011498,AC-001472,100.0,300,VERIFY_HIRE_DATE
GT-009903,AC-001482,81.8,135,MANUAL_REVIEW
GT-003061,AC-001597,100.0,1781,VERIFY_HIRE_DATE
GT-005829,AC-001616,100.0,1047,VERIFY_HIRE_DATE
GT-001294,AC-001651,100.0,1645,VERIFY_HIRE_DATE
GT-008058,AC-001666,100.0,1815,VERIFY_HIRE_DATE
GT-003302,AC-001680,100.0,654,VERIFY_HIRE_DATE
GT-005766,AC-001697,100.0,170,VERIFY_HIRE_DATE
GT-006194,AC-001705,100.0,1771,VERIFY_HIRE_DATE
GT-007622,AC-001738,100.0,76,VERIFY_HIRE_DATE
GT-003618,AC-001746,100.0,2573,VERIFY_HIRE_DATE
GT-005811,AC-001768,88.9,208,VERIFY_HIRE_DATE
GT-006409,AC-001935,100.0,656,VERIFY_HIRE_DATE
GT-003499,AC-002067,100.0,2786,VERIFY_HIRE_DATE
GT-000367,AC-002073,100.0,2915,VERIFY_HIRE_DATE
GT-003193,AC-002118,100.0,1010,VERIFY_HIRE_DATE
GT-005611,AC-002164,100.0,815,VERIFY_HIRE_DATE
GT-009365,AC-002166,100.0,49,VERIFY_HIRE_DATE
GT-004074,AC-002221,100.0,978,VERIFY_HIRE_DATE
GT-000758,AC-002251,100.0,1051,VERIFY_HIRE_DATE
GT-000054,AC-002275,100.0,140,VERIFY_HIRE_DATE
GT-001128,AC-002293,100.0,1334,VERIFY_HIRE_DATE
GT-005478,AC-002385,100.0,175,VERIFY_HIRE_DATE
GT-009968,AC-002397,100.0,1441,VERIFY_HIRE_DATE
GT-002960,AC-002410,100.0,500,VERIFY_HIRE_DATE
GT-002107,AC-002453,100.0,3011,VERIFY_HIRE_DATE
GT-001589,AC-002475,85.7,2247,MANUAL_REVIEW
GT-006002,AC-002490,100.0,1634,VERIFY_HIRE_DATE
GT-012370,AC-002511,100.0,71,VERIFY_HIRE_DATE
GT-009664,AC-002523,88.0,274,VERIFY_HIRE_DATE
GT-001734,AC-002624,100.0,386,VERIFY_HIRE_DATE
GT-009306,AC-002634,100.0,1012,VERIFY_HIRE_DATE
GT-000955,AC-002679,100.0,1846,VERIFY_HIRE_DATE
GT-002297,AC-002692,100.0,906,VERIFY_HIRE_DATE
GT-001961,AC-002697,100.0,1497,VERIFY_HIRE_DATE
GT-010279,AC-002754,100.0,1397,VERIFY_HIRE_DATE
GT-000784,AC-002776,100.0,2204,VERIFY_HIRE_DATE
GT-006194,AC-002895,83.3,2260,MANUAL_REVIEW
GT-008844,AC-002921,100.0,65,VERIFY_HIRE_DATE
GT-007790,AC-002949,100.0,62,VERIFY_HIRE_DATE
GT-008927,AC-002957,100.0,1013,VERIFY_HIRE_DATE
GT-001389,AC-002976,81.8,2848,MANUAL_REVIEW
GT-009079,AC-002992,83.3,2780,MANUAL_REVIEW
GT-008286,AC-000003,100.0,449,VERIFY_HIRE_DATE
GT-007160,AC-000004,100.0,90,VERIFY_HIRE_DATE
GT-005256,AC-000009,100.0,1519,VERIFY_HIRE_DATE
GT-013188,AC-000015,85.7,215,MANUAL_REVIEW
GT-000133,AC-000026,100.0,327,VERIFY_HIRE_DATE
GT-010072,AC-000032,100.0,396,VERIFY_HIRE_DATE
GT-005679,AC-000036,100.0,116,VERIFY_HIRE_DATE
GT-005303,AC-000053,100.0,1240,VERIFY_HIRE_DATE
GT-005165,AC-000072,100.0,768,VERIFY_HIRE_DATE
GT-003126,AC-000084,80.0,1803,MANUAL_REVIEW
GT-000837,AC-000089,100.0,2354,VERIFY_HIRE_DATE
GT-008007,AC-000097,100.0,69,VERIFY_HIRE_DATE
GT-001998,AC-000127,100.0,1580,VERIFY_HIRE_DATE
GT-002169,AC-000140,100.0,1590,VERIFY_HIRE_DATE
GT-010720,AC-000142,100.0,790,VERIFY_HIRE_DATE
GT-004075,AC-000154,100.0,1105,VERIFY_HIRE_DATE
GT-007670,AC-000175,100.0,1855,VERIFY_HIRE_DATE
GT-001377,AC-000186,100.0,1385,VERIFY_HIRE_DATE
GT-004946,AC-000188,92.9,801,VERIFY_HIRE_DATE
GT-002355,AC-000199,100.0,1316,VERIFY_HIRE_DATE
GT-008075,AC-000210,100.0,2514,VERIFY_HIRE_DATE
GT-000137,AC-000211,100.0,433,VERIFY_HIRE_DATE
GT-002441,AC-000234,100.0,2171,VERIFY_HIRE_DATE
GT-003640,AC-000245,100.0,172,VERIFY_HIRE_DATE
GT-000419,AC-000260,92.9,235,VERIFY_HIRE_DATE
GT-004546,AC-000272,100.0,682,VERIFY_HIRE_DATE
GT-012511,AC-000274,100.0,198,VERIFY_HIRE_DATE
GT-001361,AC-000280,100.0,3114,VERIFY_HIRE_DATE
GT-005418,AC-000282,100.0,2705,VERIFY_HIRE_DATE
GT-012416,AC-000291,100.0,2345,VERIFY_HIRE_DATE
GT-008994,AC-000294,100.0,700,VERIFY_HIRE_DATE
GT-002352,AC-000301,78.3,1172,MANUAL_REVIEW
GT-004321,AC-000303,100.0,305,VERIFY_HIRE_DATE
GT-003513,AC-000314,100.0,638,VERIFY_HIRE_DATE
GT-001323,AC-000318,100.0,1621,VERIFY_HIRE_DATE
GT-003926,AC-000319,100.0,650,VERIFY_HIRE_DATE
GT-002220,AC-000323,100.0,441,VERIFY_HIRE_DATE
GT-006972,AC-000329,100.0,1698,VERIFY_HIRE_DATE
GT-001326,AC-000334,100.0,1816,VERIFY_HIRE_DATE
GT-001387,AC-000336,100.0,847,VERIFY_HIRE_DATE
GT-003746,AC-000345,100.0,1665,VERIFY_HIRE_DATE
GT-001724,AC-000352,80.0,2063,MANUAL_REVIEW
GT-002719,AC-000356,100.0,187,VERIFY_HIRE_DATE
GT-008389,AC-000365,100.0,525,VERIFY_HIRE_DATE
GT-000024,AC-000370,100.0,645,VERIFY_HIRE_DATE
GT-000372,AC-000374,100.0,2261,VERIFY_HIRE_DATE
GT-013346,AC-000377,100.0,1668,VERIFY_HIRE_DATE
GT-000991,AC-000387,100.0,151,VERIFY_HIRE_DATE
GT-010021,AC-000393,100.0,347,VERIFY_HIRE_DATE
GT-000297,AC-000400,100.0,390,VERIFY_HIRE_DATE
GT-001056,AC-000414,100.0,1723,VERIFY_HIRE_DATE
GT-001872,AC-000438,81.5,1111,MANUAL_REVIEW
GT-003371,AC-000439,100.0,1835,VERIFY_HIRE_DATE
GT-002708,AC-000462,100.0,337,VERIFY_HIRE_DATE
GT-012317,AC-000464,100.0,1297,VERIFY_HIRE_DATE
GT-004836,AC-000472,100.0,537,VERIFY_HIRE_DATE
GT-001037,AC-000475,100.0,220,VERIFY_HIRE_DATE
GT-001929,AC-000486,100.0,858,VERIFY_HIRE_DATE
GT-007012,AC-000492,100.0,2289,VERIFY_HIRE_DATE
GT-000514,AC-000495,100.0,65,VERIFY_HIRE_DATE
GT-003284,AC-000505,100.0,1198,VERIFY_HIRE_DATE
GT-007267,AC-000527,100.0,615,VERIFY_HIRE_DATE
GT-002421,AC-000530,88.9,912,VERIFY_HIRE_DATE
GT-003126,AC-000539,100.0,131,VERIFY_HIRE_DATE
GT-006956,AC-000540,100.0,411,VERIFY_HIRE_DATE
GT-011360,AC-000546,100.0,231,VERIFY_HIRE_DATE
GT-000713,AC-000554,88.9,2236,VERIFY_HIRE_DATE
GT-003422,AC-000556,100.0,1934,VERIFY_HIRE_DATE
GT-003245,AC-000571,100.0,886,VERIFY_HIRE_DATE
GT-002856,AC-000574,100.0,647,VERIFY_HIRE_DATE
GT-004180,AC-000575,100.0,2575,VERIFY_HIRE_DATE
GT-000103,AC-000578,100.0,237,VERIFY_HIRE_DATE
GT-001057,AC-000587,100.0,672,VERIFY_HIRE_DATE
GT-001749,AC-000588,100.0,705,VERIFY_HIRE_DATE
GT-001836,AC-000592,90.3,1050,VERIFY_HIRE_DATE
GT-001143,AC-000594,100.0,2168,VERIFY_HIRE_DATE
GT-009735,AC-000605,100.0,2469,VERIFY_HIRE_DATE
GT-000362,AC-000622,100.0,1455,VERIFY_HIRE_DATE
GT-001717,AC-000657,93.3,1753,VERIFY_HIRE_DATE
GT-010514,AC-000677,100.0,72,VERIFY_HIRE_DATE
GT-014437,AC-000694,100.0,1727,VERIFY_HIRE_DATE
GT-008446,AC-000695,100.0,1066,VERIFY_HIRE_DATE
GT-003458,AC-000737,100.0,2052,VERIFY_HIRE_DATE
GT-002582,AC-000741,100.0,511,VERIFY_HIRE_DATE
GT-009563,AC-000763,100.0,768,VERIFY_HIRE_DATE
GT-004948,AC-000771,100.0,929,VERIFY_HIRE_DATE
GT-007427,AC-000777,100.0,2484,VERIFY_HIRE_DATE
GT-004361,AC-000779,100.0,342,VERIFY_HIRE_DATE
GT-002814,AC-000806,100.0,1002,VERIFY_HIRE_DATE
GT-010351,AC-000808,100.0,2517,VERIFY_HIRE_DATE
GT-006063,AC-000810,100.0,1849,VERIFY_HIRE_DATE
GT-001702,AC-000821,100.0,207,VERIFY_HIRE_DATE
GT-005660,AC-000828,87.0,932,MANUAL_REVIEW
GT-004068,AC-000829,100.0,863,VERIFY_HIRE_DATE
GT-003348,AC-000834,100.0,869,VERIFY_HIRE_DATE
GT-005584,AC-000835,100.0,2674,VERIFY_HIRE_DATE
GT-000654,AC-000838,100.0,475,VERIFY_HIRE_DATE
GT-000150,AC-000849,100.0,110,VERIFY_HIRE_DATE
GT-004974,AC-000854,100.0,1199,VERIFY_HIRE_DATE
GT-004136,AC-000861,100.0,1985,VERIFY_HIRE_DATE
GT-000075,AC-000869,78.6,3299,MANUAL_REVIEW
GT-009730,AC-000871,100.0,1788,VERIFY_HIRE_DATE
GT-003802,AC-000873,100.0,762,VERIFY_HIRE_DATE
GT-008166,AC-000892,100.0,1161,VERIFY_HIRE_DATE
GT-009977,AC-000894,100.0,732,VERIFY_HIRE_DATE
GT-002423,AC-000896,100.0,1156,VERIFY_HIRE_DATE
GT-003167,AC-000922,100.0,399,VERIFY_HIRE_DATE
GT-004037,AC-000949,100.0,455,VERIFY_HIRE_DATE
GT-001114,AC-000959,100.0,1766,VERIFY_HIRE_DATE
GT-001836,AC-000966,100.0,1913,VERIFY_HIRE_DATE
GT-008170,AC-000969,100.0,124,VERIFY_HIRE_DATE
GT-004083,AC-000983,100.0,1919,VERIFY_HIRE_DATE
GT-001393,AC-000985,100.0,1484,VERIFY_HIRE_DATE
GT-004401,AC-000997,100.0,527,VERIFY_HIRE_DATE
GT-007089,AC-001005,100.0,3006,VERIFY_HIRE_DATE
GT-001170,AC-001007,100.0,1112,VERIFY_HIRE_DATE
GT-002130,AC-001043,100.0,3064,VERIFY_HIRE_DATE
GT-005408,AC-001052,100.0,2059,VERIFY_HIRE_DATE
GT-001946,AC-001062,92.3,2419,VERIFY_HIRE_DATE
GT-001781,AC-001094,100.0,1087,VERIFY_HIRE_DATE
GT-013794,AC-001095,100.0,303,VERIFY_HIRE_DATE
GT-005059,AC-001096,100.0,135,VERIFY_HIRE_DATE
GT-008313,AC-001097,100.0,189,VERIFY_HIRE_DATE
GT-004885,AC-001103,100.0,50,VERIFY_HIRE_DATE
GT-001850,AC-001111,100.0,2013,VERIFY_HIRE_DATE
GT-002421,AC-001112,100.0,459,VERIFY_HIRE_DATE
GT-005041,AC-001116,100.0,540,VERIFY_HIRE_DATE
GT-005724,AC-001147,100.0,2949,VERIFY_HIRE_DATE
GT-003525,AC-001151,100.0,752,VERIFY_HIRE_DATE
GT-005179,AC-001185,100.0,850,VERIFY_HIRE_DATE
GT-004874,AC-001208,100.0,504,VERIFY_HIRE_DATE
GT-001992,AC-001210,100.0,2002,VERIFY_HIRE_DATE
GT-001438,AC-001217,100.0,1432,VERIFY_HIRE_DATE
GT-001163,AC-001231,100.0,2331,VERIFY_HIRE_DATE
GT-000924,AC-001236,100.0,209,VERIFY_HIRE_DATE
GT-010415,AC-001245,100.0,2266,VERIFY_HIRE_DATE
GT-006900,AC-001267,100.0,97,VERIFY_HIRE_DATE
GT-000458,AC-001289,100.0,1197,VERIFY_HIRE_DATE
GT-002432,AC-001291,100.0,575,VERIFY_HIRE_DATE
GT-007676,AC-001302,100.0,1228,VERIFY_HIRE_DATE
GT-001994,AC-001303,100.0,1253,VERIFY_HIRE_DATE
GT-005570,AC-001308,100.0,3013,VERIFY_HIRE_DATE
GT-009747,AC-001323,91.7,2826,VERIFY_HIRE_DATE
GT-009899,AC-001332,100.0,531,VERIFY_HIRE_DATE
GT-003504,AC-001343,100.0,1686,VERIFY_HIRE_DATE
GT-013836,AC-001347,100.0,1081,VERIFY_HIRE_DATE
GT-012616,AC-001361,100.0,1360,VERIFY_HIRE_DATE
GT-006083,AC-001367,100.0,2707,VERIFY_HIRE_DATE
GT-005431,AC-001368,100.0,1945,VERIFY_HIRE_DATE
GT-004345,AC-001387,100.0,1599,VERIFY_HIRE_DATE
GT-013613,AC-001391,100.0,2002,VERIFY_HIRE_DATE
GT-000468,AC-001396,100.0,489,VERIFY_HIRE_DATE
GT-010654,AC-001407,100.0,651,VERIFY_HIRE_DATE
GT-010651,AC-001408,100.0,169,VERIFY_HIRE_DATE
GT-004583,AC-001425,100.0,1312,VERIFY_HIRE_DATE
GT-011650,AC-001445,100.0,391,VERIFY_HIRE_DATE
GT-004687,AC-001448,100.0,1665,VERIFY_HIRE_DATE
GT-003521,AC-001450,100.0,1214,VERIFY_HIRE_DATE
GT-004025,AC-001451,100.0,780,VERIFY_HIRE_DATE
GT-010952,AC-001461,100.0,34,VERIFY_HIRE_DATE
GT-001342,AC-001475,100.0,164,VERIFY_HIRE_DATE
GT-001950,AC-001476,100.0,357,VERIFY_HIRE_DATE
GT-002009,AC-001485,100.0,1654,VERIFY_HIRE_DATE
GT-003510,AC-001506,100.0,301,VERIFY_HIRE_DATE
GT-003450,AC-001510,100.0,758,VERIFY_HIRE_DATE
GT-000201,AC-001511,85.7,1558,MANUAL_REVIEW
GT-000948,AC-001515,82.8,1702,MANUAL_REVIEW
GT-000821,AC-001516,100.0,56,VERIFY_HIRE_DATE
